"row","filename","title","author","year","page_number","image_url","license"
"107","107_bsb11034292_3_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1851","Deutscher Zollverein","1851","3 (0003)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034292_00003/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"108","108_bsb10227713_25_conf_1.00.png","Tabelle zur Berechnung der Zinsen von 1 Silbengroschen bis 100 Thaler für einen Tag bis zu einem Jahr","Jacobi, ...","1842","23 (0025)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10227713_00025/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"109","109_bsb11021596_206_conf_1.00.png","John Pinkerton's Abhandlung von der Seltenheit, den verschiedenen Größen, und der Nachahmung alter Münzen : Ebendesselben tabellarische Uebersicht von dem Grade der Seltenheit der Münzen alter Völker, Städte, Könige und Röm. Kaiser","Pinkerton, John","1795","VIII (0206)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11021596_00206/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"110","110_bsb11507403_30_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1895, 1. Jan. - 31. Dez.",,"1895","28 (0030)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507403_00030/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"111","111_bsb11034297_29_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1856","Deutscher Zollverein","1856","29 (0029)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034297_00029/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"112","112_bsb11034283_21_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1855","Deutscher Zollverein","1855","21 (0021)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034283_00021/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"113","113_bsb11034294_23_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1853","Deutscher Zollverein","1853","23 (0023)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034294_00023/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"114","114_bsb11034315_4_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1848","Deutscher Zollverein","1848","4 (0004)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034315_00004/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"115","115_bsb10942937_35_conf_1.00.png","Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1873","Schweiz","1873","35 (0035)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10942937_00035/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"116","116_bsb10291251_119_conf_1.00.png","Essai sur l'appréciation de la fortune privée au moyen age, relativement aux variations des valeurs monétaires et du pouvoir commercial de l'argent: suivi d'un examen critique des tables de prix du marc d'argent, depuis l'époque des St. Louis","Leber, C.","1847","103 (0119)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10291251_00119/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"117","117_bsb11507325_87_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 30. Juni",,"1889","85 (0087)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507325_00087/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"118","118_bsb11507341_91_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1890, 1. Jan. - 31. Okt.",,"1890","89 (0091)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507341_00091/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"119","119_bsb10311813_135_conf_1.00.png","Ueber allgemeines Maas und Gewicht aus den Forderungen der Natur, des Handels, der Polizey und der gegenwärtigen noch üblichen Maase und Gewichte abgeleitet : mit Vorschlägen zu mittleren Maasen und Gewichten und zu Münzen in leichtfaßlichen Verhältnissen mit den metrischen, unter vorzüglicher Rücksicht und Anwendung auf rheinische Lande / 1 : Erster Theil mit einem Titelkupfer und der Abbildung des vorgeschlagenen Fußmaases in natürlicher Größe, nebst drey Maassystemtabellen","Wild, Michael Friedrich","1815","109 (0135)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10311813_00135/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"120","120_bsb11034272_14_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1857","Deutscher Zollverein","1857","14 (0014)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034272_00014/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"121","121_bsb11481292_81_conf_1.00.png","Drucksachen der Kommission für Arbeiterstatistik : Erhebungen. [1. 2 m. d. Tit.:] Arbeiterstatistik. Bearbeitet im Kaiserlichen Statistischen Amt / 6",,"1894","77 (0081)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11481292_00081/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"122","122_bsb11034277_23_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1849","Deutscher Zollverein","1849","23 (0023)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034277_00023/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"123","123_bsb11314048_102_conf_1.00.png","Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 25. 1875",,"1875","92 (0102)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11314048_00102/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"124","124_bsb11507316_77_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Sept.",,"1888","75 (0077)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507316_00077/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"125","125_bsb11507329_20_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. Okt.",,"1889","18 (0020)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507329_00020/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"126","126_bsb11507326_103_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. Juli",,"1889","101 (0103)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507326_00103/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"127","127_bsb11034280_16_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1852","Deutscher Zollverein","1852","16 (0016)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034280_00016/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"128","128_bsb11507313_52_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Juni",,"1888","50 (0052)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507313_00052/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"129","129_bsb11508046_89_conf_1.00.png","Beiträge zur Statistik des Rigaschen Handels. 2. Abtheilung, Rigas Handelsverkehr auf den Eisenbahnen / 1890 (1892)",,"1892","75 (0089)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11508046_00089/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"130","130_bsb10291774_117_conf_1.00.png","Ueber Hamburgs Handel / 3 : Statistik des Hamburgischen Handels : 1842. 1843. 1844.","Soetbeer, Adolf","1846","107 (0117)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10291774_00117/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"131","131_bsb11507325_86_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 30. Juni",,"1889","84 (0086)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507325_00086/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"132","132_bsb11507318_92_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Nov.",,"1888","90 (0092)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507318_00092/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"133","133_bsb10388394_483_conf_1.00.png","Journal des économistes : revue bimensuelle de la science économique et de la statistique / 18. 1858 = 17 = Année 5",,"1858","479 (0483)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10388394_00483/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"134","134_bsb11034284_31_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1856","Deutscher Zollverein","1856","31 (0031)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034284_00031/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"135","135_bsb10227713_18_conf_1.00.png","Tabelle zur Berechnung der Zinsen von 1 Silbengroschen bis 100 Thaler für einen Tag bis zu einem Jahr","Jacobi, ...","1842","16 (0018)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10227713_00018/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"136","136_bsb11507330_93_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 30. Nov.",,"1889","91 (0093)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507330_00093/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"137","137_bsb11508175_77_conf_1.00.png","Statistika na Knjažestvoto Bălgarija. Vănšna tărgovija na knjažestvoto = Commerce extérieur de la principauté / 1880/81 (1883)","Bulgarien","1883","65 (0077)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11508175_00077/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"138","138_bsb10291774_155_conf_1.00.png","Ueber Hamburgs Handel / 3 : Statistik des Hamburgischen Handels : 1842. 1843. 1844.","Soetbeer, Adolf","1846","145 (0155)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10291774_00155/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"139","139_bsb10227397_47_conf_1.00.png","Statistischer Jahres-Bericht der Central-Commission für die Rhein-Schiffahrt / 1866/67 (1868)","Zentralkommission für die Rheinschifffahrt","1868","15 (0047)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10227397_00047/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"140","140_bsb10227520_27_conf_1.00.png","Rechnungs-Tabelle über Ausgleichungs-Abgaben welche bei dem Uebergange aus einem der Vereinsgebiete in das andere, um darin zu verbleiben erhoben werden",,"1837","25 (0027)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10227520_00027/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"141","141_bsb11507315_49_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 31. Aug.",,"1888","47 (0049)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507315_00049/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"142","142_bsb11034281_46_conf_1.00.png","Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1853","Deutscher Zollverein","1853","46 (0046)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11034281_00046/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"143","143_bsb10227520_64_conf_1.00.png","Rechnungs-Tabelle über Ausgleichungs-Abgaben welche bei dem Uebergange aus einem der Vereinsgebiete in das andere, um darin zu verbleiben erhoben werden",,"1837","62 (0064)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10227520_00064/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"144","144_bsb10228034_74_conf_1.00.png","Das österreichische Tabak-Monopol seit dessen Ausdehnung auf das gesammte Staatsgebiet : Ein Beitrag zur Statistik des Tabak-Monopols","Plenker, Georg Ritter von","1857","66 (0074)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10228034_00074/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"145","145_bsb11507318_88_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Nov.",,"1888","86 (0088)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507318_00088/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"146","146_bsb10291773_2_conf_1.00.png","Ueber Hamburgs Handel / [2]. 1. Fortsetzung: Statistik des hamburgischen Handels 1839, 1840, 1841. - 1842. - VIII, 420 S.","Soetbeer, Adolf","1842","(0002)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10291773_00002/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"147","147_bsb11507318_52_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Nov.",,"1888","50 (0052)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507318_00052/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"148","148_bsb10227397_90_conf_1.00.png","Statistischer Jahres-Bericht der Central-Commission für die Rhein-Schiffahrt / 1866/67 (1868)","Zentralkommission für die Rheinschifffahrt","1868","58 (0090)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb10227397_00090/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"149","149_bsb11187705_55_conf_1.00.png","Die Reichs-Mark : Nachschlagetabellen zur mühelosen Umwandlung der süd- und norddeutschen, Hamburger Courant-, österreichischen und Franken-Währung, sowie des Bremer Geldes mit Brüchen und in abgerundeten Zahlen in die Neue Deutsche Reichswährung und umgekehrt. Von Philipp Kellerhals. Mit einer durch Beispiele erläuterten Anweisung zum Gebrauch der Tabellen","Kellerhals, Philipp","1874","41 (0055)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11187705_00055/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
"150","150_bsb11507326_102_conf_1.00.png","Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. Juli",,"1889","100 (0102)","https://api.digitale-sammlungen.de/iiif/image/v2/bsb11507326_00102/full/full/0/default.jpg","https://rightsstatements.org/page/NoC-NC/1.0/"
